ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREFE,REGIAO5,REGIAO8,NOME_FEIRA,REGISTRO,LOGRADOURO,NUMERO,BAIRRO,REFERENCIA
237,-46688631,-23668206,355030816000056,3550308005172,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,VILA ISA,4085-1,RUA AMOIPIRA,S/N,VL ISA,TV AV NOSSA SENHORA DO SABARA
238,-46768916,-23588165,355030865000105,3550308005238,66,RAPOSO TAVARES,10,BUTANTA,Oeste,Oeste,VILA BORGES,6082-8,RUA ORESTES COLOMBARI,,VL BORGES,AV HEITOR A EIRAS GARCIA 3860
239,-46480124,-23559591,355030824000042,3550308005203,24,CIDADE LIDER,27,ITAQUERA,Leste,Leste 2,ADOLFO LIMA BARROS,4403-2,RUA ADOLFO LIMA BARROS,,VL MANCHESTER,ABASTCIDADE LIDER
240,-46574115,-23579093,355030893000097,3550308005042,95,VILA PRUDENTE,29,VILA PRUDENTE,Leste,Leste 1,VILA CELESTE,6035-6,RUA PIANCO,219.000000,VL CELESTE,VILA CELESTE E VILA PRUDENTE
241,-46594422,-23479441,355030882000091,3550308005132,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,TANQUE VELHO,4032-0,RUA TANQUE VELHO,455.000000,VL GUSTAVO,TV RUA DO CAMPO
242,-46384463,-23483433,355030844000163,3550308005247,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,JARDIM ROMANO,4106-8,RUA DIOGO GONCALVES LACO,41.000000,JD ROMANO,S/REF.
243,-46706246,-23757911,355030830000152,3550308005285,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM S FRANCISCA,4134-3,RUA HENRY LACORDAIRE,S/N,JD STA FRANCISCA,
244,-46409442,-23488575,355030844000046,3550308005245,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,VILA NOEMIA,5092-0,RUA VISTOSA DE MADRE DE DEUS,51.000000,JD NOEMIA,ALT.N.11074 AV.MARECHAL TITO
245,-46669738,-23561568,355030845000048,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,HEITOR PENTEADO,1133-9,RUA OSCAR FREIRE,1850.000000,SUMARE,AVENIDA DR ARNALDO
246,-46604010,-23583061,355030834000011,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,IPIRANGA,1007-3,RUA AGOSTINHO GOMES,,IPIRANGA,RUA DOS PATRIOTAS
247,-46452989,-23539874,355030837000019,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,ITAQUERA,1037-5,RUA KEN SUGAYA,S/N,ITAQUERA,E COLONIAL DAS MISSOES
248,-46418993,-23544472,355030831000080,3550308005265,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,VILA PRINCESA ISABEL,7235-4,RUA IRMAO DEODORO,,VILA PRINCESA ISABEL,
249,-46472355,-23571581,355030857000078,3550308005205,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,FEIRA DA AGRICULTURA LIMPA,7269-9,AV AFONSO PENTEADO,55.000000,PQ DO CARMO,AV CLAUDIO AUGUSTO FERNANDES
250,-46535712,-23559740,355030820000059,3550308005078,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,PRACA ALBINO FCO DE FIGUEIREDO,4198-0,RUA BENEDITO GALVAO,,VILA CARRAO,PRACA ALBINO FCO DE FIGUEIREDO
251,-46453934,-23505588,355030887000015,3550308005193,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,VILA JACUI,4043-6,RUA TSUTOMU HENNI,717.000000,VL JACUI,ERNESTO B LOPES E TARAPITINGA
252,-46747206,-23505414,355030895000082,3550308005110,73,SAO DOMINGOS,2,PIRITUBA,Norte,Norte 1,PIRITUBA,4186-6,AV ELISIO CORDEIRO DE SIQUEIRA,,JARIDM,JARDIM SANTO ELIAS
253,-46673834,-23492474,355030850000117,3550308005060,50,LIMAO,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,DEPUTADO EMILIO CARLOS,6055-0,AV MONTE CELESTE,198.000000,LIMAO,TV AV GASPAR DIAS DA CUNHA
254,-46736088,-23642406,355030883000049,3550308005177,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,PARQUE FERNANDA,1088-0,ES DE ITAPECERICA,,PQ FERNANDA,KM 24 ESTRADA DE ITAPECERICA
255,-46596566,-23623785,355030868000010,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,SANTO ANTONIO DE CATEGERO,7401-2,RUA SANTO ANTONIO DE CATEGERO,,VILA NATALIA,ABAST
256,-46715751,-23434515,355030842000072,3550308005309,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,ESTRADA DA PARADA,5066-0,RUA FRAGATA DA CONSTITUICAO,1.000000,PARADA DE TAIPAS,PORT 18/94
257,-46583470,-23566335,355030801000123,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA BERTIOGA,5015-6,RUA FLORIANOPOLIS,S/N,ALTO DA MOOCA,TV RUA CAMPO LARGO
258,-46633797,-23474673,355030851000008,3550308005130,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,ALTO DO MANDAQUI,5032-6,RUA ALVARO GOMES,S/N,SANTANA,TV RUA DONA LEONOR
259,-46472218,-23626782,355030875000006,3550308005212,77,SAO RAFAEL,30,SAO MATEUS,Leste,Leste 2,SAO RAFAEL,4098-3,RUA BENTO DO AMARAL DA SILVA,14.000000,PQ SAO RAFAEL,TV AV BARONEZA DE MURITIBA
260,-46720069,-23515265,355030848000130,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,VILA ANASTACIO,3034-1,RUA BARTOLOMEU BUENO,161.000000,VL ANASTACIO,INDUSTRIA SOFUNGE
261,-46594181,-23455172,355030881000018,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,JARDIM TREMEMBE,3054-6,RUA TEREZA BORTOLO,S/N,JD TREMEMBE,CEMITERIO TREMEMBE
262,-46669915,-23665415,355030822000144,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA RICA,5078-4,AV CELSO DOS SANTOS,S/N,STO AMARO,AV YERVANT KISSAJIKIAN/P OZEDA
263,-46527727,-23551127,355030820000052,3550308005078,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,VILA NOVA MANCHESTER,4040-1,RUA SAO VALENTIM,81.000000,VL CARRAO,PROXIMO LARGO DE VILA CARRAO
264,-46716171,-23538048,355030802000064,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,DARDANELOS,6064-0,RUA DARDANELOS,306.000000,LAPA,AV.DIOGENES RIBEIRO DE LIMA
265,-46406967,-23508180,355030884000116,3550308005248,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,JARDIM CAMPOS,3127-5,RUA LAGOA CAJUBA,S/N,JD CAMPOS,
266,-46644390,-23578996,355030890000158,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,AMBROSINA,4008-8,RUA ECA DE QUEIROZ,374.000000,VL MARIANA,PROXIMO AV 23 DE MAIO
267,-46475901,-23505946,355030887000150,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,VILA NORMA,1209-2,RUA GLICERIO RODRIGUES,S/N,VL NORMA,
268,-46714667,-23769676,355030855000017,3550308005299,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,BARRO BRANCO,5111-0,RUA MARIO WILCHES,S/N,JD MARIA BORBA,PARL ES VARGINHA NO JD M BORBA
269,-46430833,-23502673,355030874000086,3550308005197,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,JARDIM SAO VICENTE,1047-2,AV PROF ASSIS VELOSO,817.000000,JD SAO VICENTE,ESTRADA SAO PAULO RIO
270,-46646076,-23573821,355030890000191,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,GUANABARA,1010-3,RUA CEL OSCAR PORTO,629.000000,PARAISO,TV SAMPAIO VIANA
271,-46589534,-23442860,355030881000119,3550308005135,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,FURNAS,1117-7,AV ANTONELO DA MESSINA,S/N,VL ZILDA,BALTAZAR AGUILA E USHIKICHI K
272,-46499362,-23513518,355030864000039,3550308005141,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,VILA RIO BRANCO,1062-6,RUA FRANCISCO SOUZA QUEIROZ,92.000000,VL RIO BRANCO,AVENIDA LAGOA MIRIM
273,-46650477,-23569515,355030890000214,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,BRIGADEIRO,7148-0,RUA CHRIS TRONBJERG,S/N,PARAISO,
274,-46551416,-23574346,355030885000066,3550308005079,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,SAPOPEMBA,6039-9,RUA GRECCO,S/N,ALTO DA MOOCA,RUA GOMES E 18 DE FEVEREIRO
275,-46611129,-23652162,355030868000180,3550308005089,69,SACOMA,13,IPIRANGA,Sul,Sul 1,SAO SAVERIO,7219-2,RUA CANCAO DO EXILIO,,SACOMA,
276,-46399554,-23565822,355030831000111,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,CONJUNTO JK,7380-6,AV UTARO KANAI C/ FESTA CHINESA,,JARDIM SAO PAULO,CONJUNTO HABITACIONAL JK
277,-46732191,-23640624,355030883000048,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,JARDIM SANTO ANTONIO,1278-5,RUA MANUEL HOMEM DE ANDRADE,,JARDIM SANTO ANTONIO,
278,-46489436,-23503281,355030828000061,3550308005140,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,PONTE RAZA,4042-8,RUA BOAVENTURA R DA SILVA,440.000000,PONTE RAZA,CARTORIO ERMELINO MATARAZZO
279,-46749909,-23408056,355030861000001,3550308005242,62,PERUS,1,PERUS,Norte,Norte 1,PERUS,3053-8,RUA JOAO BATISTIA FANTON,3.000000,VL FONTON,TV RUA SANTA TEREZINHA
280,-46395377,-23553649,355030831000068,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,VILA SAO GERALDO,7161-7,RUA CAMARGO LEME,S/N,VL SAO GERALDO,ENTRE TAJAPURU E ES DE POA
281,-46484446,-23575760,355030857000068,3550308005204,58,PARQUE DO CARMO,27,ITAQUERA,Leste,Leste 2,SAVOY CITY,1124-0,RUA XAVIER PALMERIM,35.000000,PQ SAVOY CITY,TV AV MARIA LUIZA AMERICANO
282,-46589746,-23479956,355030882000125,3550308005132,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,VILA GUSTAVO,1052-9,RUA CANEDOS,S/N,VILA GUSTAVO,
283,-46680414,-23557873,355030845000210,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,PINHEIROS,3065-1,PC BENEDITO CALIXTO,251.000000,PINHEIROS,CARD ARCO VERDE C TEOD SAMPAIO
284,-46599810,-23619065,355030868000077,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,VILA BANDEIRANTES,6049-6,RUA PROF RAUL PEDERNEIRAS,125.000000,VL CONDE DO PINHAL,TV VIA ANCHIETA
285,-46519858,-23605157,355030876000144,3550308005160,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,IGUACU,6114-0,RUA JOSE DOMINGUES DE PONTES,5.000000,JD ANGELA,COM RUA FIORAVANTE ZAMPOL
286,-46621838,-23459739,355030881000093,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,TREMEMBE,7036-0,RUA ALMEIDA MERCES,S/N,TREMEMBE,TV AV MARIA A LOPES DE AZEVEDO
287,-46639288,-23505894,355030870000060,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,AREAL,6012-7,RUA TUPIGUAES,S/N,SANTANA,PRONTO SOCORRO DE SANTANA
288,-46769845,-23686426,355030843000129,3550308005227,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,JARDIM ANGELA,1082-0,RUA MARCELINO COELHO,S/N,JD ANGELA,S/INF.
289,-46749311,-23673883,355030846000029,3550308005223,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JARDIM CRIS,1094-4,RUA ALBINO CORREA DE CAMPOS,,VL REMO,ESTRADA DO M BOI MIRIM 1765
290,-46651333,-23460027,355030813000060,3550308005125,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM PERI ALTO,1149-5,RUA SAO LOURENCO DO SUL,S/N,JD PERI ALTO,RUA BRASILUXO LOPES
291,-46552720,-23539316,355030820000099,3550308005077,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,ALFERES FRAZAO,4057-6,RUA DIAMANTE PRETO,35.000000,ARICANDUVA,VIADUTO VILA CARRAO
292,-46508218,-23515795,355030864000106,3550308005142,65,PONTE RASA,22,ERMELINO MATARAZZO,Leste,Leste 2,JARDIM POPULAR,5054-7,RUA ANDRE NATALE,98.000000,JD POPULAR,COM RUA P DE ULHOA CINTRA
293,-46536845,-23507609,355030818000093,3550308005072,18,CANGAIBA,21,PENHA,Leste,Leste 1,EDIMBURGO,1068-5,RUA GOITA,130.000000,CANGAIBA,AVENIDA CANGAIBA
294,-46628260,-23568615,355030849000008,3550308005007,49,LIBERDADE,9,SE,Centro,Centro,BATURITE,4002-9,RUA OLIVEIRA PEIXOTO,79.000000,ACLIMACAO,TV DA RUA ALMEIDA TORRES
295,-46566500,-23539647,355030880000007,3550308005037,82,TATUAPE,25,MOOCA,Leste,Leste 1,ANTONIO DE BARROS,5029-6,RUA PLATINA,815.000000,TATUAPE,PORT 033/94
296,-46706862,-23740022,355030823000189,3550308005286,23,CIDADE DUTRA,19,CAPELA DO SOCORRO,Sul,Sul 2,BANDEIRANTES,4090-8,PC JOSE SCHUNCH,325.000000,VL SAO JOSE,PARAVENTI E ROSALINA ARISTIDES
297,-46616988,-23589519,355030834000066,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,VILA SAO JOSE,1009-0,RUA OLIVEIRA MELO,779.000000,VL SAO JOSE,TV DA RUA DR MARIO VICENTE
298,-46683486,-23766891,355030830000002,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM TRES CORACOES,1127-4,RUA BENEDITA MARTINS RAMOS,S/N,JD TRES CORACOES,PONTO FINAL ONIBUS
299,-46467074,-23542614,355030837000186,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,COHAB-TIRADENTES I,1184-3,RUA BARTOLINO DE PADUA,S/N,ITAQUERA,CONFLUENCIA R BARRO BRANCO
300,-46473546,-23512219,355030887000127,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,ITAPOA,6086-0,RUA OLEGARIO MACIEL,19.000000,JD SAO CARLOS,EL REY E POEMA E TROVA
301,-46692670,-23565160,355030862000042,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,LARGO DA BATATA,4404-0,RUA DR MANOEL CARLOS F DE ALMEIDA,,PINHEIROS,MERCADO MUNIC DE PINHEIROS
302,-46515634,-23531461,355030891000082,3550308005075,93,VILA MATILDE,21,PENHA,Leste,Leste 1,VILA GUILHERMINA,6037-2,RUA SANTO ALEXANDRE,S/N,VL GUILHERMINA,RUA LAGOA FORMOSA S/N
303,-46592204,-23557306,355030853000116,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,FERNANDES FALCAO,3012-0,RUA PIRES DE CAMPOS,24.000000,MOOCA,ENTRE CUIABA E FRANCA CARVALHO
304,-46712231,-23644060,355030871000034,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,JOAO DIAS,3016-3,RUA DO CARREIRO DE PEDRA,98.000000,VL CRUZEIRO,MIN NELSON SAMPAIO EF.BENETTI
305,-46758028,-23580873,355030867000088,3550308005182,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,JARDIM ANTONIA,7104-8,RUA DR PAULO RIBEIRO COELHO,S/N,JD ANTONIA,R MARIA R BALBINO/OTAVIO PROSA
306,-46693360,-23639340,355030871000009,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,DEODORO,6075-5,RUA COMEN ELIAS ZARZUR,S/N,STO AMARO,A 20M DA R AMERICO BRASILIENSE
307,-46648736,-23533711,355030869000019,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,VITORINO CAMILO,7004-1,RUA ADOLFO GORDO,29.000000,BARRA FUNDA,TV ALAMEDA EDUARDO PRADO
308,-46747119,-23562995,355030867000178,3550308005184,68,RIO PEQUENO,10,BUTANTA,Oeste,Oeste,VILA BUTANTA,7082-3,RUA JOSE ALVES DA CUNHA LIMA,,RIO PEQUENO,TV AV CORIFEU DE A MARQUES
309,-46735009,-23652005,355030846000260,3550308005228,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JARDIM SAO LUIZ,1085-5,RUA ARRAIAL DOS COUROS,,JD SAO LUIZ,ENTRE GERALDO FRAGA OLIVEIRA
310,-46472534,-23610860,355030873000114,3550308005208,75,SAO MATEUS,30,SAO MATEUS,Leste,Leste 2,JARDIM SANTA ADELIA,6052-6,RUA URSA MENOR,286.000000,JD STA ADELIA,ESTRADA DO IGUATEMI
311,-46683155,-23450265,355030811000178,3550308005190,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,JARDIM VISTA ALEGRE,3116-0,RUA ITATIBA DO SUL,4.000000,JD VISTA ALEGRE,C/RUA FIRMINOPOLIS
312,-46612676,-23496822,355030870000126,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,SANTANA,7021-1,RUA PEDRO RIBEIRO,S/N,SANTANA,E RUA VIRI
313,-46447934,-23518981,355030837000159,3550308005200,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VERDE,4105-0,RUA FLOR DE SANTA CRUZ,55.000000,VL VERDE,FABRICA DE TINTAS PILOT
314,-46471577,-23522779,355030837000234,3550308005199,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,TERRA BRASILEIRA,1179-7,RUA TERRA BRASILEIRA,S/N,VL SUICA,RUS 3 E TERRA BRASILEIRA
315,-46732681,-23657082,355030846000235,3550308005225,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JARDIM IBIRAPUERA,3101-1,RUA SALGUEIRO DO CAMPO,110.000000,JD IBIRAPUERA,PX AO N. 384 E 856
316,-46735040,-23652831,355030846000196,3550308005224,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,JARDIM SAO LUIZ,4081-9,RUA ARRAIAL DOS COUROS,,JD SAO LUIZ,PONTO FINAL DO ONIBUS J S LUIS
317,-46589122,-23575358,355030853000066,3550308005018,54,MOOCA,25,MOOCA,Leste,Leste 1,VILA PRUDENTE,5016-4,RUA DOMINGOS DA FONSECA,321.000000,VL PRUDENTE,PAREDAO JUVENTUS
318,-46653606,-23664908,355030822000073,3550308005166,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,CIDADE ADEMAR,6074-7,RUA ANTONIO DE PINHO AZEVEDO,S/N,CID ADEMAR,MARGENS DA AVENIDA CUPECE
319,-46641297,-23488756,355030870000134,3550308005065,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,CHORA MENINO,4017-7,RUA DR EUGENIO FORTES COELHO,S/N,CHORA MENINO,PX PC OLGA P MEIRA CHO MENINO
320,-46746003,-23448362,355030842000025,3550308005185,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,JARDIM IPANEMA,4124-6,RUA VASCO BALBOA,S/N,JD IPANEMA,TV RUA MAURO DE ARAUJO RIBEIRO
321,-46683530,-23783933,355030830000304,3550308005303,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM VARGINHA,1270-0,RUA RAIMUNDA P DE ALENCAR DA SILVA,,JARDIM VARGINHA,
322,-46692782,-23488569,355030829000015,3550308005117,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,ITABERABA,7035-1,RUA DOS SITIANTES,360.000000,LIMAO,TV AV ITABERABA ALTURA DO 1686
323,-46647474,-23493986,355030870000147,3550308005065,21,CASA VERDE,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,JARDIM CARDAMONE,3033-3,RUA WALDOMIRO SILVEIRA,28.000000,IMIRIM,TV AV IMIRIM
324,-46533973,-23549974,355030820000004,3550308005078,20,CARRAO,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,VILA SANTA IZABEL,1055-3,RUA LUIS PINTO,S/N,VL CARRAO,RUA CONSELHEIRO CARRAO
325,-46420837,-23484111,355030844000042,3550308005246,43,JARDIM HELENA,23,SAO MIGUEL,Leste,Leste 2,VILA MARA,1102-9,RUA SAO GONCALO DO RIO DAS PEDRAS,132.000000,PQ PAULISTANO,AVENIDA OLIVEIRA DE FREIRE
326,-46529558,-23573437,355030804000084,3550308005153,04,ARICANDUVA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,CHACARA BELENZINHO,5110-1,PC PADRE AGENOR CARDIM,S/N,CHAC BELENZINHO,CONFINADA V FORMOSA
327,-46515390,-23609706,355030876000136,3550308005160,78,SAPOPEMBA,29,VILA PRUDENTE,Leste,Leste 1,JARDIM PLANALTO,3097-0,RUA RIO HIPIAUGUI,150.000000,JD PLANALTO,JD PLANALTO VILA PRUDENTE
328,-46600571,-23454902,355030881000004,3550308005134,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,CASA DE PEDRA,4058-4,RUA CEL ESDRAS DE OLIVEIRA,S/N,JD TREMEMBE,PERTO DO CEMITERIO
329,-46644801,-23657593,355030838000008,3550308005162,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,VILA CAMPESTRE,5108-0,RUA ROSALIA DE CASTRO,559.000000,VL CAMPESTRE,TV RUA PRINCEPE DE ASTURIAS
330,-46791584,-23662710,355030819000369,3550308005296,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,LUISA TODI,5381-3,RUA LUISA TODI,,JD IRENE,PROX A RUA JOSE DENTES
331,-46646104,-23698344,355030858000238,3550308005213,59,PEDREIRA,16,CIDADE ADEMAR,Sul,Sul 2,REFUGIO SANTA TEREZINHA,6078-0,RUA DOS ANIQUIS E DOS CARATAIS,121.000000,PEDREIRA,TV ES ALVARENGA
332,-46575254,-23560080,355030801000057,3550308005039,01,AGUA RASA,25,MOOCA,Leste,Leste 1,VILA BELEM,7029-7,RUA ADUTORA DO RIO CLARO,307.000000,SAPOPEMBA,VILA BELEM E VL PRUDENTE
333,-46698677,-23458146,355030811000212,3550308005122,11,BRASILANDIA,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,MUNIZ BARRETO,7069-6,RUA HELCIO DA SILVA,10.000000,VL BRASILANDIA,PROXIMO RUA SANTA TEREZINHA
334,-46669490,-23653667,355030822000324,3550308005169,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,CASA PALMA,1079-0,AV CUPECE,25.000000,CID ADEMAR,S/INFORM
335,-46559014,-23554939,355030885000100,3550308005040,87,VILA FORMOSA,26,ARICANDUVA-FORMOSA-CARRAO,Leste,Leste 1,CERET,5186-1,PC DO TRABALHADOR ( CERET ),,VILA GOMES CARDIM,RUA EMILIA MARENGO
336,-46563462,-23548987,355030880000064,3550308005037,82,TATUAPE,25,MOOCA,Leste,Leste 1,MARIA CANDIDA,6019-4,RUA ANTONIO CAMARDO,1625.000000,TATUAPE,ITAPURA E APUCARANA
337,-46666183,-23669395,355030822000113,3550308005164,22,CIDADE ADEMAR,16,CIDADE ADEMAR,Sul,Sul 2,VILA CONSTANCIA,3090-2,RUA SALVADOR RODRIGUES NEGRAO,38.000000,VL CONSTANCIA,JD.DAS OLIVEIRAS CIDADE ADEMAR
338,-46667320,-23753094,355030830000192,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM ELIANA,3113-5,RUA AMAZONAS MARCONDES,S/N,COCAIA,CONJUNTO FARIA LIMA
339,-46449493,-23534162,355030837000003,3550308005201,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,VILA MASTROCOLA,7087-4,RUA PROF BRITO MACHADO,196.000000,VL MASTROCOLA,VILA MASTROCOLA
340,-46488844,-23484780,355030828000129,3550308005139,28,ERMELINO MATARAZZO,22,ERMELINO MATARAZZO,Leste,Leste 2,BRASILIA,3092-9,RUA BELIZARIO BENITES,115.000000,JD VERONIA,ESTACAO ERMELINO MATARAZZO
341,-46717696,-23530893,355030848000052,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,PIO XI,4028-2,RUA SALES JUNIOR,555.000000,ALTO DA LAPA,COLEGIO SALESIANO
342,-46683017,-23754325,355030830000014,3550308005280,30,GRAJAU,19,CAPELA DO SOCORRO,Sul,Sul 2,RIO PRETO,4111-4,RUA SAO JOSE DO RIO PRETO,495.000000,GRAJAU,CONJ. RESIDENCIAL FARIA LIMA
343,-46403505,-23558259,355030831000048,3550308005266,31,GUAIANASES,28,GUAIANASES,Leste,Leste 2,JARDIM SAO PAULO,6169-7,RUA ALVARO DA COSTA,S/N,JARDIM SAO PAULO,GUAIANAZES
344,-46754996,-23811243,355030855000214,3550308005300,56,PARELHEIROS,20,PARELHEIROS,Sul,Sul 2,JARDIM DOS ALAMOS,3132-1,RUA HENRIQUE ROSCHEL CHRISTI,S/N,JD DOS ALAMOS,
345,-46613845,-23532394,355030856000012,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,PARI,7003-3,RUA MENDES GONCALVES,82.000000,PARI,TV RUA SILVA TELLES
346,-46779144,-23661763,355030819000027,3550308005231,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,COHAB ADVENTISTA II,1177-0,RUA MODELAR,S/N,CAPAO REDONDO,
347,-46408145,-23591322,355030825000128,3550308005273,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,CONJUNTO STA. ETELVINA,1207-6,AV NASCER DO SOL,S/N,STA ETELVINA COHAB,R DO CHARCO E R.DA SORTE
348,-46633143,-23578622,355030890000040,3550308005020,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,ACLIMACAO,3005-8,RUA GUIMARAES PASSOS,304.000000,ACLIMACAO,COMECA RUA MACHADO DE ASSIS
349,-46709072,-23498126,355030863000103,3550308005112,64,PIRITUBA,2,PIRITUBA,Norte,Norte 1,JARDIM SAO JOSE,3067-8,RUA PDE MARIANO RONCHI,1.000000,JD SAO JOSE,TV RIO VERDE
350,-46636811,-23469786,355030851000019,3550308005130,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,SANTO ANTONIO,7058-0,PC SALVADOR TOLEZANO,S/N,LAUZANE PAULISTA,POLICARPO VIOTI E JOSE BOTELHO
351,-46469267,-23506444,355030887000096,3550308005195,89,VILA JACUI,23,SAO MIGUEL,Leste,Leste 2,LIMOEIRO,3084-8,AV MANOEL DOS SANTOS BRAGA,251.000000,LIMOEIRO,PROX GAR ON PENHA S MIGUEL
352,-46709570,-23690072,355030879000024,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,JARDIM SUZANO,1086-3,AV INACIO CUNHA LEME,357.000000,JD IPANEMA,AVENIDA ROBERT KENEDY
